16, 200, PA4-H-Unknown-SampleReadingsTest.txt 0
  -22.49,   -42.90,   151.44
   23.38,    -2.78,    97.77
  -17.78,    11.83,   143.80
   70.98,   -17.70,   127.82
   60.61,   -52.60,    81.22
   30.48,    11.06,    76.64
   -2.36,   -32.77,   -78.44
   18.88,     3.02,   -41.78
   30.58,    -0.56,  -100.42
   16.62,    -8.82,   -58.03
   35.12,    15.68,   -88.19
  -25.34,    14.40,   -84.22
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.28,   -64.05,   107.84
  -12.41,   -23.92,    54.18
  -53.57,    -9.31,   100.21
   35.19,   -38.85,    84.22
   24.82,   -73.74,    37.63
   -5.31,   -10.08,    33.05
  -10.13,   -33.79,   -78.12
   11.10,     2.00,   -41.46
   22.80,    -1.57,  -100.10
    8.84,    -9.84,   -57.71
   27.34,    14.67,   -87.88
  -33.12,    13.38,   -83.90
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -58.05,   -40.95,   143.34
  -12.18,    -0.83,    89.68
  -53.35,    13.78,   135.71
   35.42,   -15.76,   119.72
   25.05,   -50.65,    73.13
   -5.08,    13.01,    68.55
   -6.76,   -33.31,   -77.81
   14.47,     2.48,   -41.15
   26.18,    -1.10,   -99.79
   12.21,    -9.36,   -57.40
   30.71,    15.15,   -87.57
  -29.75,    13.86,   -83.59
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -56.64,   -27.94,   185.05
  -10.77,    12.19,   131.38
  -51.93,    26.80,   177.42
   36.83,    -2.74,   161.43
   26.46,   -37.63,   114.83
   -3.67,    26.03,   110.26
   -8.94,   -33.00,   -77.49
   12.29,     2.80,   -40.83
   24.00,    -0.78,   -99.47
   10.03,    -9.05,   -57.08
   28.53,    15.46,   -87.24
  -31.93,    14.17,   -83.26
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -40.75,   -22.51,   122.72
    5.12,    17.61,    69.06
  -36.04,    32.22,   115.09
   52.72,     2.69,    99.11
   42.35,   -32.21,    52.51
   12.22,    31.45,    47.93
   -4.34,   -31.83,   -76.09
   16.90,     3.96,   -39.43
   28.60,     0.38,   -98.07
   14.64,    -7.88,   -55.68
   33.14,    16.63,   -85.85
  -27.32,    15.34,   -81.87
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -40.89,   -24.55,   116.25
    4.98,    15.57,    62.58
  -36.18,    30.18,   108.61
   52.58,     0.65,    92.63
   42.21,   -34.25,    46.03
   12.08,    29.41,    41.45
  -11.44,   -33.43,   -77.51
    9.79,     2.36,   -40.85
   21.49,    -1.22,   -99.49
    7.53,    -9.48,   -57.10
   26.03,    15.03,   -87.26
  -34.43,    13.74,   -83.29
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -46.55,   -46.68,   180.90
   -0.69,    -6.56,   127.24
  -41.85,     8.05,   173.27
   46.92,   -21.48,   157.28
   36.54,   -56.37,   110.69
    6.42,     7.28,   106.11
