16, 20, PA3-G-Unknown-SampleReadingsTest.txt 0
  -25.12,   -16.84,   144.78
   20.74,    23.28,    91.12
  -20.42,    37.89,   137.15
   68.34,     8.36,   121.16
   57.97,   -26.54,    74.57
   27.85,    37.12,    69.99
   -8.16,   -33.32,   -76.40
   15.01,     3.25,   -41.72
   23.52,    -1.60,  -100.82
   11.88,    -8.94,   -57.57
   28.70,    14.90,   -89.21
  -31.45,    13.73,   -81.93
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.03,   -45.07,   147.53
   -4.17,    -4.95,    93.86
  -45.33,     9.66,   139.90
   43.44,   -19.87,   123.91
   33.06,   -54.77,    77.31
    2.94,     8.89,    72.74
  -13.23,   -30.72,   -76.08
    9.75,     5.93,   -41.37
   18.48,     1.03,  -100.43
    6.70,    -6.29,   -57.21
   23.59,    17.55,   -88.82
  -36.59,    16.28,   -81.75
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -31.59,   -38.65,    97.64
   14.27,     1.48,    43.98
  -26.89,    16.09,    90.01
   61.88,   -13.45,    74.02
   51.50,   -48.34,    27.43
   21.38,    15.31,    22.85
  -16.22,   -29.11,   -79.36
    7.19,     6.57,   -43.94
   16.11,     2.51,  -103.03
    4.01,    -5.32,   -59.99
   21.43,    18.75,   -91.13
  -38.79,    18.35,   -84.35
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -28.27,   -46.29,   124.21
   17.59,    -6.17,    70.54
  -23.57,     8.44,   116.58
   65.20,   -21.09,   100.59
   54.83,   -55.99,    54.00
   24.70,     7.67,    49.42
  -11.20,   -29.49,   -79.35
   11.83,     6.56,   -44.05
   20.85,     2.34,  -103.12
    8.79,    -5.43,   -60.06
   26.01,    18.68,   -91.28
  -34.21,    17.73,   -84.56
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -96.80,   -55.49,   108.20
  -50.94,   -15.36,    54.54
  -92.10,    -0.75,   100.57
   -3.34,   -30.29,    84.59
  -13.71,   -65.18,    37.99
  -43.83,    -1.53,    33.41
  -15.45,   -29.92,   -77.31
    7.64,     6.24,   -42.16
   16.74,     1.69,  -101.19
    4.58,    -5.83,   -58.11
   21.93,    18.07,   -89.43
  -38.30,    17.35,   -82.80
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -39.01,   -54.98,   122.23
    6.86,   -14.86,    68.56
  -34.30,    -0.25,   114.59
   54.46,   -29.78,    98.61
   44.09,   -64.68,    52.01
   13.96,    -1.02,    47.43
   -5.38,   -34.05,   -76.64
   17.07,     2.53,   -41.51
   26.71,    -2.28,  -100.44
   14.26,    -9.66,   -57.42
   31.65,    14.22,   -88.73
  -28.63,    12.97,   -82.59
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -84.59,   -27.81,    90.84
  -38.73,    12.32,    37.18
  -79.89,    26.93,    83.21
    8.88,    -2.61,    67.22
   -1.49,   -37.50,    20.63
  -31.62,    26.15,    16.05
  -12.17,   -29.07,   -77.81
   11.13,     6.71,   -42.41
   20.00,     2.68,  -101.52
    7.98,    -5.20,   -58.47
   25.27,    18.95,   -89.62
  -34.94,    18.29,   -82.78
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -80.65,   -44.06,   117.60
  -34.79,    -3.94,    63.94
  -75.95,    10.67,   109.97
   12.81,   -18.87,    93.98
    2.44,   -53.76,    47.39
  -27.68,     9.90,    42.81
  -10.11,   -33.41,   -78.19
   12.60,     2.97,   -43.03
   21.79,    -1.48,  -102.06
    9.67,    -9.12,   -58.98
   26.81,    14.95,   -90.29
  -33.42,    13.63,   -83.69
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -56.57,   -29.74,   190.26
  -10.71,    10.38,   136.60
  -51.87,    24.99,   182.63
   36.89,    -4.55,   166.64
   26.52,   -39.44,   120.05
   -3.61,    24.22,   115.47
  -10.37,   -29.83,   -76.41
   12.50,     6.25,   -41.03
   21.91,     1.88,  -100.03
    9.54,    -5.77,   -57.03
   27.03,    18.24,   -88.18
  -33.24,    17.43,   -81.87
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -51.78,   -18.48,   182.08
   -5.91,    21.64,   128.42
  -47.07,    36.25,   174.45
   41.69,     6.71,   158.46
   31.32,   -28.18,   111.87
    1.19,    35.48,   107.29
  -13.78,   -29.56,   -76.06
    8.87,     6.55,   -40.57
   18.06,     2.63,   -99.63
    5.96,    -5.41,   -56.63
   23.05,    18.97,   -87.72
  -37.17,    17.50,   -81.14
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -82.44,   -33.78,    88.28
  -36.58,     6.34,    34.62
  -77.74,    20.95,    80.65
   11.03,    -8.59,    64.66
    0.65,   -43.48,    18.07
  -29.47,    20.18,    13.49
   -9.88,   -33.68,   -76.58
   13.11,     2.78,   -41.68
   22.12,    -2.06,  -100.70
   10.08,    -9.39,   -57.56
   27.26,    14.41,   -89.04
  -32.96,    13.45,   -82.29
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -66.48,   -46.51,    76.05
  -20.62,    -6.39,    22.39
  -61.78,     8.22,    68.42
   26.98,   -21.32,    52.43
   16.61,   -56.21,     5.84
  -13.52,     7.45,     1.26
   -5.85,   -31.83,   -79.04
   16.71,     4.84,   -44.08
   26.15,    -0.11,  -103.03
   13.85,    -7.39,   -59.95
   31.12,    16.42,   -91.37
  -29.13,    15.17,   -85.03
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -22.59,   -22.13,    96.82
   23.27,    18.00,    43.15
  -17.89,    32.61,    89.19
   70.87,     3.07,    73.20
   60.50,   -31.82,    26.60
   30.38,    31.84,    22.03
   -5.68,   -32.05,   -78.57
   16.97,     4.34,   -43.37
   26.39,    -0.24,  -102.35
   14.08,    -7.77,   -59.32
   31.40,    16.20,   -90.59
