16, 75, PA4-B-Demo-Slow-SampleReadingsTest.txt 0
  -19.59,   -28.28,   156.35
   26.27,    11.84,   102.69
  -14.89,    26.45,   148.72
   73.88,    -3.08,   132.73
   63.51,   -37.98,    86.14
   33.38,    25.68,    81.56
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -53.44,   -57.59,    85.95
   -7.57,   -17.47,    32.28
  -48.73,    -2.86,    78.32
   40.03,   -32.39,    62.33
   29.66,   -67.29,    15.73
   -0.47,    -3.63,    11.16
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -39.83,   -21.36,   189.69
    6.04,    18.76,   136.03
  -35.12,    33.37,   182.06
   53.64,     3.84,   166.07
   43.27,   -31.05,   119.48
   13.14,    32.60,   114.90
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -52.07,   -25.35,   184.92
   -6.21,    14.78,   131.25
  -47.37,    29.39,   177.29
   41.40,    -0.15,   161.30
   31.02,   -35.04,   114.71
    0.90,    28.61,   110.13
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -30.65,   -46.30,   134.13
   15.21,    -6.18,    80.46
  -25.95,     8.43,   126.50
   62.81,   -21.10,   110.51
   52.44,   -56.00,    63.91
   22.31,     7.66,    59.34
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -25.97,   -42.14,   145.02
   19.90,    -2.02,    91.36
  -21.26,    12.59,   137.39
   67.50,   -16.95,   121.40
   57.13,   -51.84,    74.81
   27.00,    11.82,    70.23
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -63.41,   -25.26,    91.42
  -17.54,    14.86,    37.76
  -58.70,    29.47,    83.79
   30.06,    -0.07,    67.80
   19.69,   -34.96,    21.21
  -10.44,    28.70,    16.63
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -50.19,   -51.31,   122.82
   -4.32,   -11.18,    69.16
  -45.48,     3.43,   115.19
   43.28,   -26.11,    99.21
   32.91,   -61.00,    52.61
    2.78,     2.65,    48.03
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -18.35,   -26.59,   151.41
   27.51,    13.54,    97.74
  -13.65,    28.15,   143.78
