16, 75, PA4-B-Demo-Fast-SampleReadingsTest.txt 0
  -55.74,   -64.37,   106.26
   -9.87,   -24.24,    52.59
  -51.03,    -9.63,    98.62
   37.73,   -39.17,    82.64
   27.36,   -74.06,    36.04
   -2.77,   -10.41,    31.46
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -21.84,   -34.07,   162.65
   24.02,     6.05,   108.99
  -17.14,    20.66,   155.02
   71.63,    -8.87,   139.03
   61.26,   -43.77,    92.44
   31.13,    19.89,    87.86
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -25.70,   -50.85,   122.72
   20.16,   -10.72,    69.05
  -21.00,     3.89,   115.09
   67.77,   -25.65,    99.10
   57.39,   -60.54,    52.50
   27.27,     3.11,    47.93
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -60.66,   -58.43,    82.49
  -14.80,   -18.31,    28.83
  -55.96,    -3.70,    74.86
   32.81,   -33.24,    58.88
   22.43,   -68.13,    12.28
   -7.69,    -4.47,     7.70
   -3.16,   -27.32,   -76.78
   18.07,     9.23,   -40.87
   29.23,     4.89,   -99.56
   15.77,    -2.88,   -56.92
   33.72,    21.35,   -87.63
  -26.68,    19.53,   -83.02
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
