16, 400, PA5-J-Unknown-SampleReadingsTest.txt 6
  -51.38,   -47.87,   135.68
   -5.65,    -7.71,    82.04
  -46.74,     6.78,   128.05
   42.01,   -22.77,   112.13
   31.64,   -57.47,    65.47
    1.51,     6.10,    60.87
  -11.38,   -28.71,   -81.53
   10.49,     7.09,   -45.51
   20.32,     4.07,  -104.52
    7.91,    -4.72,   -61.79
   24.98,    20.16,   -92.36
  -35.33,    18.19,   -86.34
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -20.98,   -46.78,    95.49
   25.00,    -6.73,    41.82
  -16.15,     7.82,    87.69
   72.61,   -21.61,    71.83
   62.11,   -56.49,    25.09
   32.10,     7.19,    20.68
   -2.46,   -27.39,   -82.76
   19.77,     8.60,   -46.89
   29.55,     5.12,  -105.94
   17.10,    -3.36,   -63.07
   34.33,    21.39,   -93.72
  -26.11,    19.40,   -87.70
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -54.07,   -27.94,   187.50
   -8.25,    12.36,   133.86
  -49.49,    26.80,   179.95
   39.35,    -2.59,   163.98
   29.05,   -37.56,   117.29
   -1.15,    26.06,   112.73
   -5.40,   -27.01,   -80.45
   16.93,     9.04,   -44.55
   26.20,     5.66,  -103.81
   14.08,    -2.84,   -60.80
   31.04,    21.86,   -91.64
  -29.15,    19.78,   -85.28
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -78.08,   -61.07,    83.18
  -32.35,   -20.84,    29.49
  -73.50,    -6.27,    75.56
   15.28,   -35.87,    59.52
    4.99,   -70.80,    12.95
  -25.10,    -7.00,     8.41
   -9.35,   -26.29,   -82.02
   13.48,     9.00,   -45.95
   22.50,     6.51,  -105.12
   10.62,    -2.56,   -62.14
   27.59,    22.51,   -92.81
  -32.74,    21.05,   -86.07
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
    0.00,     0.00,     0.00
  -32.51,   -28.23,   187.23
   13.32,    11.86,   133.62
  -27.83,    26.50,   179.52
   60.93,    -3.22,   163.62
   50.59,   -38.02,   117.04
   20.33,    25.62,   112.35
   -5.40,   -30.40,   -82.70
   17.22,     5.35,   -46.86
   26.40,     2.10,  -105.97
   14.35,    -6.49,   -63.01
   31.30,    18.31,   -93.89
